W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
win,Lorenz Larkin  Santiago Ponzinibbio,1  0,64  33,0  0,0  0,Welterweight,KO/TKO  Punches,2.0,3:07,"UFC Fight Night: Machida vs Romero  June 27, 2015"
win,Antonio Carlos Junior  Eddie Gordon,0  0,40  12,4  0,1  0,Middleweight,SUB  Rear Naked Choke,3.0,4:37,"UFC Fight Night: Machida vs Romero  June 27, 2015"
win,Thiago Santos  Steve Bosse,1  0,3  0,0  0,0  0,Middleweight,KO/TKO  Kick,1.0,0:29,"UFC Fight Night: Machida vs Romero  June 27, 2015"
win,Hacran Dias  Levan Makashvili,0  0,17  37,3  2,1  0,Featherweight,S-DEC,3.0,5:00,"UFC Fight Night: Machida vs Romero  June 27, 2015"
win,Alex Oliveira  Joe Merritt,0  0,11  23,5  0,2  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Machida vs Romero  June 27, 2015"
win,Leandro Silva  Lewis Gonzalez,0  0,28  21,3  2,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Machida vs Romero  June 27, 2015"
win,Tony Sims  Steve Montgomery,1  0,10  9,0  0,0  0,Welterweight,KO/TKO  Punch,1.0,2:43,"UFC Fight Night: Machida vs Romero  June 27, 2015"
win,Sirwan Kakai  Danny Martinez,1  0,52  59,5  0,0  0,Bantamweight,U-DEC,3.0,5:00,"UFC Fight Night: Machida vs Romero  June 27, 2015"
win,Joanna Jedrzejczyk  Jessica Penne,0  0,126  25,0  0,0  0,Women's Strawweight,KO/TKO  Punches,3.0,4:22,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Tatsuya Kawajiri  Dennis Siver,0  0,22  22,4  0,0  1,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Peter Sobotta  Steve Kennedy,0  0,6  3,2  0,1  0,Welterweight,SUB  Rear Naked Choke,1.0,2:57,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Nick Hein  Lukasz Sajewski,0  0,54  26,1  0,0  0,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Makwan Amirkhani  Masio Fullen,0  0,0  1,1  0,2  0,Featherweight,SUB  Rear Naked Choke,1.0,1:41,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Mairbek Taisumov  Alan Patrick,1  0,23  17,0  0,0  0,Lightweight,KO/TKO  Kick,2.0,1:30,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Arnold Allen  Alan Omer,0  0,23  35,1  2,1  0,Featherweight,SUB  Guillotine Choke,3.0,1:41,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Noad Lahat  Niklas Backstrom,0  0,62  11,1  4,1  1,Featherweight,M-DEC,3.0,5:00,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Scott Askham  Antonio Dos Santos,2  0,11  11,0  0,0  0,Middleweight,KO/TKO  Punch,1.0,2:52,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Magomed Mustafaev  Piotr Hallmann,0  0,18  29,0  2,0  0,Lightweight,KO/TKO,2.0,3:24,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Taylor Lapilus  Yuta Sasaki,1  0,31  16,0  1,0  0,Bantamweight,KO/TKO  Punches,2.0,1:26,"UFC Fight Night: Jedrzejczyk vs Penne  June 20, 2015"
win,Fabricio Werdum  Cain Velasquez,0  0,96  88,1  4,1  0,Heavyweight,SUB  Guillotine Choke,3.0,2:13,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Eddie Alvarez  Gilbert Melendez,0  0,31  37,3  0,0  0,Lightweight,S-DEC,3.0,5:00,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Kelvin Gastelum  Nate Marquardt,0  0,59  18,1  0,0  0,Middleweight,KO/TKO,2.0,5:00,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Yair Rodriguez  Charles Rosa,0  0,56  39,1  5,2  0,Featherweight,S-DEC,3.0,5:00,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Tecia Torres  Angela Hill,0  0,32  27,2  0,0  0,Women's Strawweight,U-DEC,3.0,5:00,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Henry Cejudo  Chico Camus,0  0,62  48,1  0,0  0,Flyweight,U-DEC,3.0,5:00,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Efrain Escudero  Drew Dober,0  0,1  0,0  0,1  0,Lightweight,SUB  Guillotine Choke,1.0,0:54,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Patrick Williams  Alejandro Perez,1  0,2  0,0  0,1  0,Bantamweight,SUB  Guillotine Choke,1.0,0:23,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Johnny Case  Francisco Trevino,0  0,40  34,4  0,0  0,Lightweight,U-DEC,3.0,5:00,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Cathal Pendred  Augusto Montano,0  0,17  21,4  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Gabriel Benitez  Clay Collard,0  0,60  34,0  6,1  0,Featherweight,U-DEC,3.0,5:00,"UFC 188: Velasquez vs Werdum  June 13, 2015"
win,Dan Henderson  Tim Boetsch,1  0,12  3,0  0,0  0,Middleweight,KO/TKO  Punch,1.0,0:28,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Ben Rothwell  Matt Mitrione,0  0,5  8,0  0,1  0,Heavyweight,SUB  Guillotine Choke,1.0,1:54,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Dustin Poirier  Yancy Medeiros,2  0,27  6,1  0,1  0,Lightweight,KO/TKO  Punches,1.0,2:38,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Brian Ortega  Thiago Tavares,1  0,41  39,0  6,1  0,Featherweight,KO/TKO  Punch,3.0,4:10,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Anthony Birchak  Joe Soto,2  0,16  1,0  0,0  0,Bantamweight,KO/TKO  Punch,1.0,1:37,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Francisco Rivera  Alex Caceres,1  0,5  0,0  0,0  0,Bantamweight,KO/TKO  Punch,1.0,0:21,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Shawn Jordan  Derrick Lewis,1  0,23  6,3  0,0  0,Heavyweight,KO/TKO  Kick,2.0,0:48,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Omari Akhmedov  Brian Ebersole,0  0,15  2,0  0,0  0,Welterweight,KO/TKO,1.0,5:00,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Chris Wade  Christos Giagos,0  0,32  28,4  0,0  0,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Joe Proctor  Justin Edwards,0  0,67  63,0  2,3  0,Lightweight,SUB  Guillotine Choke,3.0,4:58,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Jake Collier  Ricardo Abreu,0  0,67  47,0  3,0  0,Middleweight,S-DEC,3.0,5:00,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Jose Quinonez  Leonardo Morales,0  0,2  3,1  0,2  0,Bantamweight,SUB  Rear Naked Choke,1.0,2:34,"UFC Fight Night: Boetsch vs Henderson  June 06, 2015"
win,Carlos Condit  Thiago Alves,1  0,75  34,2  0,0  1,Welterweight,KO/TKO,2.0,5:00,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Charles Oliveira  Nik Lentz,1  0,64  37,1  2,2  1,Featherweight,SUB  Guillotine Choke,3.0,1:10,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Alex Oliveira  KJ Noons,0  0,3  7,3  0,1  0,Welterweight,SUB  Rear Naked Choke,1.0,2:51,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Francimar Barroso  Ryan Jimmo,0  0,46  35,0  0,0  0,Light Heavyweight,U-DEC,3.0,5:00,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Francisco Trinaldo  Norman Parke,0  0,66  25,0  4,0  0,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Darren Till  Wendell Oliveira Marques,0  0,25  22,0  0,0  0,Welterweight,KO/TKO  Elbows,2.0,1:37,"UFC Fight Night: Condit vs Alves  May 30, 2015"
nc  nc,Rony Jason  Damon Jackson,0  0,5  5,0  3,1  0,Featherweight,Overturned  Triangle Choke,1.0,3:31,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Jussier Formiga  Wilson Reis,1  0,21  28,4  0,0  0,Flyweight,U-DEC,3.0,5:00,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Nicolas Dalby  Elizeu Zaleski dos Santos,0  0,41  57,6  0,0  0,Welterweight,S-DEC,3.0,5:00,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Mirsad Bektic  Lucas Martins,1  0,39  7,3  0,0  0,Featherweight,KO/TKO  Punches,2.0,0:30,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Juliana Lima  Ericka Almeida,0  0,41  13,3  0,0  0,Women's Strawweight,U-DEC,3.0,5:00,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Tom Breese  Luiz Dutra,1  0,26  21,0  0,0  0,Welterweight,KO/TKO  Punches,1.0,4:58,"UFC Fight Night: Condit vs Alves  May 30, 2015"
win,Daniel Cormier  Anthony Johnson,0  1,23  23,3  1,3  0,Light Heavyweight,SUB  Rear Naked Choke,3.0,2:39,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Chris Weidman  Vitor Belfort,0  0,46  18,1  0,0  0,Middleweight,KO/TKO  Punches,1.0,2:53,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Donald Cerrone  John Makdessi,0  0,71  72,0  0,0  0,Lightweight,KO/TKO  Kick,2.0,4:44,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Andrei Arlovski  Travis Browne,1  1,51  15,0  0,0  0,Heavyweight,KO/TKO  Punches,1.0,4:41,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Joseph Benavidez  John Moraga,0  0,63  42,4  0,0  0,Flyweight,U-DEC,3.0,5:00,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,John Dodson  Zach Makovsky,0  0,31  37,2  0,0  0,Flyweight,U-DEC,3.0,5:00,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Dong Hyun Kim  Joshua Burkman,0  0,30  20,1  0,1  0,Welterweight,SUB  Arm Triangle,3.0,2:13,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Rafael Natal  Uriah Hall,0  0,45  43,1  1,0  0,Middleweight,S-DEC,3.0,5:00,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Colby Covington  Mike Pyle,0  0,26  16,2  0,0  2,Welterweight,U-DEC,3.0,5:00,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Islam Makhachev  Leo Kuntz,0  0,32  7,3  0,1  0,Lightweight,SUB  Rear Naked Choke,2.0,2:38,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Justin Scoggins  Josh Sampo,0  0,64  35,1  1,0  0,Flyweight,U-DEC,3.0,5:00,"UFC 187: Johnson vs Cormier  May 23, 2015"
win,Frankie Edgar  Urijah Faber,0  0,83  48,5  0,0  0,Featherweight,U-DEC,5.0,5:00,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Gegard Mousasi  Constantinos Philippou,0  0,56  9,4  0,0  0,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Mark Munoz  Luke Barnatt,0  0,35  42,9  1,0  0,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Neil Magny  Hyun Gyu Lim,0  0,43  15,2  0,0  0,Welterweight,KO/TKO  Punches,2.0,1:24,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Phillipe Nover  Yui Chul Nam,0  0,12  29,6  2,0  1,Featherweight,S-DEC,3.0,5:00,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Levan Makashvili  Mark Eddiva,0  0,27  32,7  0,0  0,Featherweight,S-DEC,3.0,5:00,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Jon Tuck  Tae Hyun Bang,1  0,13  12,0  1,1  0,Lightweight,SUB  Rear Naked Choke,1.0,3:56,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Kajan Johnson  Zhang Lipeng,0  0,20  20,3  1,1  0,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Li Jingliang  Dhiego Lima,1  0,13  6,0  0,0  0,Welterweight,KO/TKO  Punches,1.0,1:25,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Guangyou Ning  Royston Wee,0  0,46  18,2  0,0  0,Bantamweight,KO/TKO  Punch,2.0,4:59,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Jon Delos Reyes  Roldan Sangcha'an,1  0,23  27,1  2,3  0,Flyweight,SUB  Rear Naked Choke,2.0,3:13,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Yao Zhikui  Nolan Ticman,0  0,9  52,1  0,0  0,Flyweight,S-DEC,3.0,5:00,"UFC Fight Night: Edgar vs Faber  May 16, 2015"
win,Stipe Miocic  Mark Hunt,0  0,113  33,6  0,0  0,Heavyweight,KO/TKO  Punches,5.0,2:47,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Robert Whittaker  Brad Tavares,1  0,10  2,0  0,0  0,Middleweight,KO/TKO  Punch,1.0,0:44,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Sean O'Connell  Anthony Perosh,0  0,20  3,0  0,0  0,Light Heavyweight,KO/TKO  Punches,1.0,0:56,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,James Vick  Jake Matthews,0  0,10  4,0  1,1  0,Lightweight,SUB  Guillotine Choke,1.0,4:53,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Dan Hooker  Hatsu Hioki,1  0,21  32,0  2,0  0,Featherweight,KO/TKO  Kick,2.0,4:13,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Kyle Noke  Jonavin Webb,0  1,31  23,0  2,0  2,Welterweight,S-DEC,3.0,5:00,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Sam Alvey  Daniel Kelly,1  0,8  2,0  0,0  0,Middleweight,KO/TKO  Punch,1.0,0:49,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Bec Rawlings  Lisa Ellis,0  0,21  7,0  1,1  0,Women's Strawweight,SUB  Rear Naked Choke,1.0,4:09,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Brad Scott  Dylan Andrews,0  2,42  25,1  1,1  1,Middleweight,SUB  Guillotine Choke,2.0,4:54,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Alex Chambers  Kailin Curran,0  0,44  81,2  2,2  0,Women's Strawweight,SUB  Armbar,3.0,3:15,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Brendan O'Reilly  Vik Grujic,0  0,42  59,6  1,1  1,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Ben Nguyen  Alptekin Ozkilic,2  0,27  15,0  1,0  0,Flyweight,KO/TKO  Punch,1.0,4:59,"UFC Fight Night: Miocic vs Hunt  May 09, 2015"
win,Demetrious Johnson  Kyoji Horiguchi,0  0,66  31,14  1,1  0,Flyweight,SUB  Armbar,5.0,4:59,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Quinton Jackson  Fabio Maldonado,0  0,99  67,0  1,0  0,Catch Weight,U-DEC,3.0,5:00,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Michael Bisping  CB Dollaway,0  1,75  47,0  2,0  0,Middleweight,U-DEC,3.0,5:00,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,John Makdessi  Shane Campbell,2  0,47  25,0  0,0  0,Catch Weight,KO/TKO  Punch,1.0,4:53,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Thomas Almeida  Yves Jabouin,0  0,31  20,0  1,0  0,Bantamweight,KO/TKO  Punches,1.0,4:18,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Patrick Cote  Joe Riggs,0  0,21  21,3  2,1  0,Welterweight,U-DEC,3.0,5:00,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Alexis Davis  Sarah Kaufman,0  0,34  65,1  0,1  0,Women's Bantamweight,SUB  Armbar,2.0,3:07,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Chad Laprise  Bryan Barberena,0  0,84  94,0  1,0  0,Lightweight,U-DEC,3.0,5:00,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Olivier Aubin-Mercier  David Michaud,1  0,49  17,3  0,1  0,Lightweight,SUB  Rear Naked Choke,3.0,1:35,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Nordine Taleb  Chris Clements,0  0,36  17,6  0,0  1,Welterweight,U-DEC,3.0,5:00,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Valerie Letourneau  Jessica Rakoczy,0  0,38  46,2  1,2  1,Women's Strawweight,U-DEC,3.0,5:00,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Randa Markos  Aisling Daly,0  0,18  27,2  2,1  1,Women's Strawweight,U-DEC,3.0,5:00,"UFC 186: Johnson vs Horiguchi  April 25, 2015"
win,Luke Rockhold  Lyoto Machida,0  0,23  13,1  0,2  0,Middleweight,SUB  Rear Naked Choke,2.0,2:31,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Jacare Souza  Chris Camozzi,0  0,6  7,1  0,1  0,Middleweight,SUB  Armbar,1.0,2:33,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Max Holloway  Cub Swanson,0  0,82  56,0  0,3  0,Featherweight,SUB  Guillotine Choke,3.0,3:58,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Paige VanZant  Felice Herrig,0  0,67  28,2  0,0  1,Women's Strawweight,U-DEC,3.0,5:00,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Beneil Dariush  Jim Miller,0  0,27  11,2  0,1  3,Lightweight,U-DEC,3.0,5:00,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Ovince Saint Preux  Patrick Cummins,1  0,18  14,0  1,0  0,Light Heavyweight,KO/TKO  Punch,1.0,4:54,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Gian Villante  Corey Anderson,0  0,70  111,0  0,0  0,Light Heavyweight,KO/TKO  Punch,3.0,4:18,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Aljamain Sterling  Takeya Mizugaki,0  0,32  13,3  0,1  0,Bantamweight,SUB  Arm Triangle,3.0,2:11,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Tim Means  George Sullivan,1  0,48  39,2  0,1  0,Welterweight,SUB  Arm Triangle,3.0,3:41,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Diego Brandao  Jimy Hettes,0  0,12  11,2  1,0  0,Featherweight,KO/TKO,1.0,5:00,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Chris Dempsey  Eddie Gordon,0  0,44  37,3  3,0  0,Middleweight,S-DEC,3.0,5:00,"UFC on FOX: Machida vs Rockhold  April 18, 2015"
win,Mirko Filipovic  Gabriel Gonzaga,0  0,21  19,0  2,0  1,Heavyweight,KO/TKO  Elbows,3.0,3:30,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Jimi Manuwa  Jan Blachowicz,0  0,43  44,0  0,0  0,Light Heavyweight,U-DEC,3.0,5:00,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Pawel Pawlak  Sheldon Westcott,0  0,30  17,3  3,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Maryna Moroz  Joanne Calderwood,0  0,12  11,0  0,1  0,Women's Strawweight,SUB  Armbar,1.0,1:30,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Leon Edwards  Seth Baczynski,1  0,3  0,0  0,0  0,Welterweight,KO/TKO  Punch,1.0,0:08,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Bartosz Fabinski  Garreth McLellan,0  0,41  13,10  0,0  2,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Sergio Moraes  Mickael Lebout,0  0,51  47,2  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Yaotzin Meza  Damian Stasiak,0  0,17  14,2  1,3  1,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Anthony Hamilton  Daniel Omielanczuk,0  0,83  36,3  1,0  0,Heavyweight,U-DEC,3.0,5:00,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
win,Aleksandra Albu  Izabela Badurek,0  0,42  32,0  1,1  0,Women's Strawweight,SUB  Guillotine Choke,2.0,3:34,"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015"
